COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,MODE_USAGE,STATE
29109,0.241,0.05,0.251,0.222,0.237,SOMETIMES,Missouri
29111,0.164,0.109,0.177,0.23,0.32,ALWAYS,Missouri
29113,0.063,0.119,0.236,0.282,0.299,ALWAYS,Missouri
29115,0.126,0.156,0.118,0.274,0.326,ALWAYS,Missouri
29117,0.15,0.228,0.111,0.25,0.26,ALWAYS,Missouri
29119,0.152,0.145,0.089,0.138,0.476,ALWAYS,Missouri
29121,0.118,0.127,0.158,0.258,0.338,ALWAYS,Missouri
29123,0.082,0.124,0.092,0.296,0.406,ALWAYS,Missouri
29125,0.098,0.158,0.121,0.198,0.424,ALWAYS,Missouri
29127,0.178,0.093,0.212,0.185,0.332,ALWAYS,Missouri
29129,0.23,0.13,0.216,0.162,0.261,ALWAYS,Missouri
29131,0.2,0.126,0.137,0.147,0.39,ALWAYS,Missouri
29133,0.129,0.097,0.141,0.221,0.413,ALWAYS,Missouri
29135,0.102,0.268,0.11,0.202,0.318,ALWAYS,Missouri
29137,0.164,0.105,0.182,0.203,0.346,ALWAYS,Missouri
29139,0.062,0.077,0.161,0.307,0.392,ALWAYS,Missouri
29141,0.211,0.118,0.175,0.193,0.304,ALWAYS,Missouri
29143,0.098,0.112,0.149,0.18,0.461,ALWAYS,Missouri
29145,0.156,0.121,0.14,0.211,0.373,ALWAYS,Missouri
29147,0.093,0.193,0.16,0.283,0.272,FREQUENTLY,Missouri
29149,0.142,0.196,0.293,0.129,0.241,SOMETIMES,Missouri
29151,0.067,0.133,0.171,0.16,0.469,ALWAYS,Missouri
29153,0.179,0.128,0.128,0.13,0.435,ALWAYS,Missouri
29155,0.079,0.134,0.175,0.204,0.407,ALWAYS,Missouri
29157,0.032,0.102,0.156,0.302,0.408,ALWAYS,Missouri
29159,0.185,0.111,0.156,0.254,0.294,ALWAYS,Missouri
29161,0.139,0.177,0.119,0.244,0.32,ALWAYS,Missouri
29163,0.082,0.128,0.363,0.263,0.164,SOMETIMES,Missouri
29165,0.044,0.04,0.088,0.189,0.638,ALWAYS,Missouri
29167,0.183,0.109,0.103,0.189,0.416,ALWAYS,Missouri
29169,0.208,0.103,0.16,0.175,0.354,ALWAYS,Missouri
29171,0.107,0.111,0.209,0.191,0.382,ALWAYS,Missouri
29173,0.16,0.106,0.248,0.196,0.29,ALWAYS,Missouri
29175,0.163,0.088,0.145,0.194,0.41,ALWAYS,Missouri
29177,0.073,0.124,0.233,0.184,0.386,ALWAYS,Missouri
29179,0.137,0.183,0.085,0.229,0.366,ALWAYS,Missouri
29181,0.126,0.254,0.161,0.15,0.308,ALWAYS,Missouri
29183,0.041,0.05,0.091,0.286,0.532,ALWAYS,Missouri
29185,0.163,0.145,0.182,0.279,0.23,FREQUENTLY,Missouri
29186,0.025,0.14,0.144,0.311,0.38,ALWAYS,Missouri
29187,0.103,0.12,0.085,0.264,0.428,ALWAYS,Missouri
29189,0.024,0.028,0.069,0.182,0.697,ALWAYS,Missouri
29195,0.083,0.23,0.112,0.186,0.389,ALWAYS,Missouri
29197,0.05,0.101,0.211,0.222,0.416,ALWAYS,Missouri
29199,0.073,0.112,0.209,0.246,0.361,ALWAYS,Missouri
29201,0.125,0.115,0.128,0.247,0.385,ALWAYS,Missouri
29203,0.212,0.25,0.198,0.098,0.243,RARELY,Missouri
29205,0.142,0.144,0.16,0.238,0.317,ALWAYS,Missouri
29207,0.137,0.12,0.156,0.176,0.411,ALWAYS,Missouri
29209,0.056,0.093,0.171,0.247,0.434,ALWAYS,Missouri
29211,0.136,0.127,0.174,0.223,0.341,ALWAYS,Missouri
29213,0.053,0.079,0.214,0.155,0.499,ALWAYS,Missouri
29215,0.309,0.171,0.231,0.106,0.183,NEVER,Missouri
29217,0.164,0.105,0.11,0.125,0.496,ALWAYS,Missouri
29219,0.11,0.083,0.111,0.25,0.446,ALWAYS,Missouri
29221,0.181,0.092,0.118,0.191,0.418,ALWAYS,Missouri
29223,0.191,0.171,0.13,0.196,0.313,ALWAYS,Missouri
29225,0.297,0.09,0.162,0.137,0.313,ALWAYS,Missouri
29227,0.098,0.17,0.218,0.272,0.241,FREQUENTLY,Missouri
29229,0.419,0.139,0.187,0.1,0.155,NEVER,Missouri
29510,0.039,0.017,0.08,0.137,0.726,ALWAYS,Missouri
30001,0.165,0.127,0.102,0.18,0.425,ALWAYS,Montana
30003,0.136,0.196,0.147,0.25,0.271,ALWAYS,Montana
30005,0.287,0.08,0.188,0.252,0.192,NEVER,Montana
30007,0.165,0.098,0.099,0.199,0.439,ALWAYS,Montana
30009,0.14,0.169,0.163,0.26,0.267,ALWAYS,Montana
30011,0.123,0.121,0.127,0.212,0.417,ALWAYS,Montana
30013,0.17,0.143,0.16,0.145,0.382,ALWAYS,Montana
30015,0.196,0.135,0.171,0.152,0.346,ALWAYS,Montana
30017,0.085,0.261,0.144,0.28,0.23,FREQUENTLY,Montana
30019,0.172,0.244,0.186,0.269,0.129,FREQUENTLY,Montana
30021,0.139,0.249,0.176,0.274,0.161,FREQUENTLY,Montana
30023,0.141,0.173,0.064,0.133,0.489,ALWAYS,Montana
30025,0.118,0.199,0.146,0.296,0.24,FREQUENTLY,Montana
30027,0.284,0.111,0.157,0.187,0.261,NEVER,Montana
30029,0.076,0.167,0.159,0.224,0.374,ALWAYS,Montana
30031,0.132,0.093,0.115,0.213,0.448,ALWAYS,Montana
30033,0.134,0.199,0.18,0.265,0.221,FREQUENTLY,Montana
30035,0.084,0.154,0.17,0.196,0.396,ALWAYS,Montana
30037,0.134,0.181,0.168,0.246,0.271,ALWAYS,Montana
30039,0.116,0.17,0.109,0.183,0.422,ALWAYS,Montana
30041,0.27,0.106,0.159,0.192,0.273,ALWAYS,Montana
30043,0.158,0.111,0.076,0.169,0.487,ALWAYS,Montana
30045,0.233,0.11,0.17,0.139,0.349,ALWAYS,Montana
30047,0.087,0.23,0.128,0.206,0.349,ALWAYS,Montana
30049,0.149,0.107,0.08,0.185,0.479,ALWAYS,Montana
30051,0.188,0.146,0.167,0.147,0.352,ALWAYS,Montana
30053,0.118,0.174,0.118,0.188,0.402,ALWAYS,Montana
30055,0.142,0.274,0.179,0.267,0.139,RARELY,Montana
30057,0.172,0.113,0.105,0.21,0.4,ALWAYS,Montana
30059,0.188,0.093,0.12,0.203,0.396,ALWAYS,Montana
30061,0.097,0.278,0.119,0.183,0.323,ALWAYS,Montana
30063,0.091,0.2,0.128,0.209,0.372,ALWAYS,Montana
30065,0.128,0.178,0.169,0.257,0.268,ALWAYS,Montana
30067,0.114,0.099,0.106,0.214,0.467,ALWAYS,Montana
30069,0.157,0.154,0.174,0.247,0.269,ALWAYS,Montana
30071,0.229,0.114,0.214,0.296,0.147,FREQUENTLY,Montana
30073,0.123,0.175,0.17,0.142,0.39,ALWAYS,Montana
30075,0.193,0.24,0.106,0.188,0.273,ALWAYS,Montana
30077,0.118,0.144,0.069,0.14,0.53,ALWAYS,Montana
30079,0.101,0.27,0.171,0.283,0.176,FREQUENTLY,Montana
30081,0.121,0.177,0.114,0.195,0.393,ALWAYS,Montana
30083,0.176,0.216,0.162,0.255,0.191,FREQUENTLY,Montana
30085,0.169,0.246,0.178,0.261,0.146,FREQUENTLY,Montana
30087,0.126,0.214,0.143,0.248,0.269,ALWAYS,Montana
30089,0.15,0.204,0.191,0.172,0.283,ALWAYS,Montana
30091,0.179,0.203,0.178,0.256,0.185,FREQUENTLY,Montana
30093,0.158,0.138,0.059,0.143,0.503,ALWAYS,Montana
30095,0.126,0.173,0.16,0.255,0.286,ALWAYS,Montana
30097,0.116,0.157,0.126,0.227,0.374,ALWAYS,Montana
30099,0.134,0.176,0.147,0.152,0.391,ALWAYS,Montana
30101,0.138,0.165,0.178,0.135,0.384,ALWAYS,Montana
30103,0.122,0.188,0.16,0.259,0.27,ALWAYS,Montana
30105,0.172,0.235,0.187,0.291,0.115,FREQUENTLY,Montana
30107,0.214,0.135,0.144,0.189,0.318,ALWAYS,Montana
30109,0.165,0.219,0.161,0.267,0.187,FREQUENTLY,Montana
30111,0.129,0.177,0.167,0.262,0.265,ALWAYS,Montana
38001,0.219,0.166,0.189,0.233,0.193,FREQUENTLY,North Dakota
38003,0.111,0.079,0.137,0.248,0.425,ALWAYS,North Dakota
38005,0.289,0.194,0.118,0.195,0.204,NEVER,North Dakota
38007,0.2,0.201,0.137,0.244,0.218,FREQUENTLY,North Dakota
38009,0.206,0.119,0.142,0.259,0.274,ALWAYS,North Dakota
38011,0.188,0.141,0.146,0.262,0.263,ALWAYS,North Dakota
38013,0.191,0.147,0.151,0.258,0.253,FREQUENTLY,North Dakota
38015,0.172,0.233,0.091,0.297,0.207,FREQUENTLY,North Dakota
38017,0.09,0.113,0.142,0.233,0.423,ALWAYS,North Dakota
38019,0.146,0.272,0.165,0.222,0.195,RARELY,North Dakota
38021,0.151,0.077,0.227,0.277,0.267,FREQUENTLY,North Dakota
38023,0.186,0.168,0.163,0.255,0.227,FREQUENTLY,North Dakota
38025,0.195,0.189,0.125,0.252,0.239,FREQUENTLY,North Dakota
38027,0.269,0.159,0.117,0.209,0.246,NEVER,North Dakota
38029,0.16,0.221,0.094,0.302,0.222,FREQUENTLY,North Dakota
38031,0.265,0.081,0.081,0.27,0.304,ALWAYS,North Dakota
38033,0.187,0.206,0.149,0.256,0.203,FREQUENTLY,North Dakota
38035,0.097,0.122,0.222,0.253,0.305,ALWAYS,North Dakota
38037,0.177,0.233,0.125,0.275,0.19,FREQUENTLY,North Dakota
38039,0.162,0.054,0.197,0.217,0.37,ALWAYS,North Dakota
38041,0.218,0.207,0.15,0.232,0.193,FREQUENTLY,North Dakota
38043,0.193,0.206,0.074,0.301,0.226,FREQUENTLY,North Dakota
38045,0.115,0.07,0.193,0.307,0.315,ALWAYS,North Dakota
38047,0.172,0.156,0.104,0.295,0.272,FREQUENTLY,North Dakota
38049,0.206,0.132,0.124,0.263,0.275,ALWAYS,North Dakota
38051,0.169,0.128,0.136,0.275,0.291,ALWAYS,North Dakota
38053,0.19,0.182,0.142,0.253,0.232,FREQUENTLY,North Dakota
38055,0.189,0.185,0.107,0.273,0.246,FREQUENTLY,North Dakota
38057,0.189,0.197,0.111,0.266,0.237,FREQUENTLY,North Dakota
38059,0.172,0.235,0.096,0.293,0.205,FREQUENTLY,North Dakota
38061,0.192,0.16,0.134,0.258,0.256,FREQUENTLY,North Dakota
38063,0.133,0.183,0.193,0.218,0.274,ALWAYS,North Dakota
38065,0.181,0.217,0.102,0.28,0.221,FREQUENTLY,North Dakota
38067,0.08,0.216,0.202,0.256,0.247,FREQUENTLY,North Dakota
38069,0.253,0.136,0.12,0.246,0.246,NEVER,North Dakota
38071,0.242,0.25,0.138,0.175,0.195,RARELY,North Dakota
38073,0.073,0.114,0.223,0.236,0.354,ALWAYS,North Dakota
38075,0.193,0.13,0.141,0.262,0.274,ALWAYS,North Dakota
38077,0.155,0.174,0.189,0.116,0.366,ALWAYS,North Dakota
38079,0.248,0.154,0.135,0.235,0.228,NEVER,North Dakota
38081,0.081,0.163,0.249,0.251,0.257,ALWAYS,North Dakota
38083,0.203,0.186,0.091,0.285,0.235,FREQUENTLY,North Dakota
38085,0.157,0.228,0.108,0.295,0.211,FREQUENTLY,North Dakota
38087,0.217,0.179,0.142,0.246,0.215,FREQUENTLY,North Dakota
38089,0.207,0.205,0.129,0.24,0.219,FREQUENTLY,North Dakota
38091,0.172,0.061,0.302,0.182,0.283,SOMETIMES,North Dakota
38093,0.202,0.053,0.076,0.314,0.354,ALWAYS,North Dakota
38095,0.263,0.232,0.127,0.198,0.18,NEVER,North Dakota
38097,0.144,0.115,0.205,0.233,0.303,ALWAYS,North Dakota
38099,0.087,0.181,0.208,0.253,0.271,ALWAYS,North Dakota
38101,0.195,0.138,0.127,0.263,0.276,ALWAYS,North Dakota
38103,0.254,0.163,0.083,0.275,0.226,FREQUENTLY,North Dakota
38105,0.186,0.182,0.155,0.254,0.223,FREQUENTLY,North Dakota
46003,0.239,0.073,0.236,0.15,0.302,ALWAYS,South Dakota
46005,0.234,0.104,0.147,0.173,0.342,ALWAYS,South Dakota
46007,0.147,0.052,0.117,0.327,0.356,ALWAYS,South Dakota
46009,0.108,0.205,0.198,0.193,0.295,ALWAYS,South Dakota
46011,0.04,0.124,0.263,0.229,0.345,ALWAYS,South Dakota
46013,0.256,0.098,0.142,0.166,0.338,ALWAYS,South Dakota
46015,0.163,0.075,0.168,0.264,0.33,ALWAYS,South Dakota
46017,0.161,0.059,0.157,0.253,0.371,ALWAYS,South Dakota
46019,0.12,0.085,0.153,0.204,0.438,ALWAYS,South Dakota
46021,0.155,0.167,0.122,0.277,0.278,ALWAYS,South Dakota
46023,0.117,0.149,0.254,0.192,0.288,ALWAYS,South Dakota
46025,0.211,0.147,0.172,0.125,0.345,ALWAYS,South Dakota
46027,0.091,0.178,0.116,0.243,0.373,ALWAYS,South Dakota
46029,0.185,0.144,0.25,0.117,0.305,ALWAYS,South Dakota
46031,0.144,0.19,0.134,0.285,0.247,FREQUENTLY,South Dakota
46033,0.132,0.088,0.156,0.229,0.396,ALWAYS,South Dakota
46035,0.249,0.074,0.303,0.107,0.267,SOMETIMES,South Dakota
46037,0.256,0.14,0.175,0.118,0.311,ALWAYS,South Dakota
46039,0.136,0.111,0.275,0.169,0.309,ALWAYS,South Dakota
46041,0.069,0.057,0.141,0.237,0.497,ALWAYS,South Dakota
46043,0.189,0.108,0.269,0.146,0.289,ALWAYS,South Dakota
46045,0.217,0.088,0.15,0.197,0.348,ALWAYS,South Dakota
46047,0.141,0.093,0.152,0.25,0.364,ALWAYS,South Dakota
46049,0.205,0.079,0.146,0.198,0.372,ALWAYS,South Dakota
46051,0.259,0.129,0.232,0.12,0.26,ALWAYS,South Dakota
46053,0.113,0.118,0.206,0.264,0.299,ALWAYS,South Dakota
46055,0.117,0.051,0.151,0.241,0.44,ALWAYS,South Dakota
46057,0.119,0.143,0.256,0.137,0.345,ALWAYS,South Dakota
46059,0.182,0.071,0.147,0.225,0.376,ALWAYS,South Dakota
46061,0.185,0.107,0.269,0.148,0.29,ALWAYS,South Dakota
46063,0.105,0.068,0.145,0.235,0.446,ALWAYS,South Dakota
46065,0.091,0.027,0.109,0.251,0.523,ALWAYS,South Dakota
46067,0.129,0.163,0.199,0.188,0.321,ALWAYS,South Dakota
46069,0.142,0.053,0.142,0.234,0.43,ALWAYS,South Dakota
46071,0.129,0.052,0.136,0.281,0.401,ALWAYS,South Dakota
46073,0.233,0.073,0.185,0.184,0.326,ALWAYS,South Dakota
46075,0.115,0.03,0.101,0.293,0.462,ALWAYS,South Dakota
46077,0.128,0.13,0.217,0.184,0.341,ALWAYS,South Dakota
46079,0.11,0.144,0.183,0.237,0.326,ALWAYS,South Dakota
46081,0.124,0.089,0.154,0.205,0.428,ALWAYS,South Dakota
46083,0.078,0.181,0.106,0.25,0.385,ALWAYS,South Dakota
46085,0.13,0.046,0.119,0.287,0.419,ALWAYS,South Dakota
46087,0.113,0.154,0.144,0.238,0.35,ALWAYS,South Dakota
46089,0.204,0.091,0.161,0.22,0.323,ALWAYS,South Dakota
46091,0.196,0.146,0.183,0.161,0.313,ALWAYS,South Dakota
46093,0.123,0.078,0.161,0.214,0.425,ALWAYS,South Dakota
46095,0.136,0.028,0.091,0.34,0.405,ALWAYS,South Dakota
46097,0.16,0.123,0.216,0.218,0.284,ALWAYS,South Dakota
46099,0.087,0.187,0.106,0.251,0.369,ALWAYS,South Dakota
46101,0.078,0.183,0.165,0.245,0.329,ALWAYS,South Dakota
46102,0.15,0.075,0.139,0.281,0.355,ALWAYS,South Dakota
46103,0.127,0.078,0.159,0.222,0.414,ALWAYS,South Dakota
46105,0.132,0.081,0.185,0.243,0.36,ALWAYS,South Dakota
46107,0.131,0.067,0.147,0.225,0.431,ALWAYS,South Dakota
46109,0.241,0.175,0.164,0.094,0.326,ALWAYS,South Dakota
46111,0.252,0.095,0.222,0.155,0.276,ALWAYS,South Dakota
46115,0.232,0.103,0.132,0.173,0.36,ALWAYS,South Dakota
46117,0.08,0.024,0.104,0.245,0.546,ALWAYS,South Dakota
46119,0.084,0.031,0.128,0.228,0.528,ALWAYS,South Dakota
46121,0.147,0.031,0.097,0.368,0.357,FREQUENTLY,South Dakota
46123,0.142,0.066,0.138,0.311,0.343,ALWAYS,South Dakota
46125,0.084,0.176,0.115,0.251,0.375,ALWAYS,South Dakota
46127,0.082,0.177,0.12,0.204,0.418,ALWAYS,South Dakota
46129,0.14,0.144,0.132,0.265,0.318,ALWAYS,South Dakota
46135,0.109,0.205,0.167,0.26,0.259,FREQUENTLY,South Dakota
46137,0.105,0.053,0.172,0.235,0.434,ALWAYS,South Dakota
56001,0.136,0.1,0.151,0.181,0.432,ALWAYS,Wyoming
56003,0.182,0.187,0.12,0.257,0.253,FREQUENTLY,Wyoming
56005,0.216,0.164,0.131,0.201,0.289,ALWAYS,Wyoming
56007,0.044,0.137,0.087,0.278,0.454,ALWAYS,Wyoming
56009,0.138,0.113,0.121,0.293,0.335,ALWAYS,Wyoming
56011,0.145,0.115,0.143,0.192,0.404,ALWAYS,Wyoming
56013,0.16,0.062,0.06,0.294,0.424,ALWAYS,Wyoming
56015,0.201,0.169,0.111,0.223,0.296,ALWAYS,Wyoming
56017,0.208,0.093,0.068,0.307,0.324,ALWAYS,Wyoming
56019,0.183,0.208,0.103,0.216,0.29,ALWAYS,Wyoming
56021,0.143,0.127,0.1,0.221,0.409,ALWAYS,Wyoming
56023,0.131,0.183,0.128,0.235,0.324,ALWAYS,Wyoming
56025,0.1,0.084,0.094,0.325,0.398,ALWAYS,Wyoming
56027,0.169,0.191,0.177,0.222,0.241,ALWAYS,Wyoming
56029,0.189,0.153,0.191,0.205,0.262,ALWAYS,Wyoming
56031,0.149,0.149,0.123,0.16,0.418,ALWAYS,Wyoming
56033,0.17,0.251,0.099,0.203,0.278,ALWAYS,Wyoming
56035,0.223,0.111,0.061,0.231,0.374,ALWAYS,Wyoming
56037,0.061,0.295,0.23,0.146,0.268,RARELY,Wyoming
56039,0.095,0.157,0.16,0.247,0.34,ALWAYS,Wyoming
56041,0.098,0.278,0.154,0.207,0.264,RARELY,Wyoming
56043,0.204,0.155,0.069,0.285,0.287,ALWAYS,Wyoming
56045,0.142,0.129,0.148,0.207,0.374,ALWAYS,Wyoming
